premise	hypothesis	label	opus	prompt	verbalized
Ijoollummaa kootti yeroo 5O keessatti guddachaa turetti, yaadannoowwan natti tolan keessaa tokko oomisha Tiyaatira Siivikii irratti qooda fudhachuu ture.	Yeroo ijoollummaa kootti gara tiyaatiraa deemuun hedduu na gammachiisa ture.	entailment	"[textblock(text='true.\n\nkeeyyata kenname keessatti, ""ijoollummaa kootti yeroo 5o keessatti guddachaa turetti, yaadannoowwan natti tolan keessaa tokko oomisha tiyaatira siivikii irratti qooda fudhachuu ture."" jedha. kana jechuun yeroo ijoollummaa isaatti gara tiyaatiraa deemuu akka isa gammachiisu agarsiisa.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ijoollummaa kootti yeroo 5O keessatti guddachaa turetti, yaadannoowwan natti tolan keessaa tokko oomisha Tiyaatira Siivikii irratti qooda fudhachuu ture.\nQuestion: Yeroo ijoollummaa kootti gara tiyaatiraa deemuun hedduu na gammachiisa ture. True, False, or Neither?\nAnswer:'}]}]	entailment
Ijoollummaa kootti yeroo 5O keessatti guddachaa turetti, yaadannoowwan natti tolan keessaa tokko oomisha Tiyaatira Siivikii irratti qooda fudhachuu ture.	Oomisha Tiyaatira Siivikii ani baay'ee jaalladhu Bareedinaa fi Yeeyyii ture.	neutral	"[textblock(text=""neither. dubbiin kun waa'ee oomisha tiyaatira siivikii irratti qooda fudhachuu kee dubbata malee maqaa oomisha tiyaatira siivikii addaa tokko hin eeruu. kanaafuu deebiin 'bareedinaa fi yeeyyii' oomisha ati baay'ee jaallattu ta'uu isaa mirkaneessuuf odeeffannoo gahaa hin qabu."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ijoollummaa kootti yeroo 5O keessatti guddachaa turetti, yaadannoowwan natti tolan keessaa tokko oomisha Tiyaatira Siivikii irratti qooda fudhachuu ture.\nQuestion: Oomisha Tiyaatira Siivikii ani baay'ee jaalladhu Bareedinaa fi Yeeyyii ture. True, False, or Neither?\nAnswer:""}]}]"	neutral
Namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne.	Namni xalayaa kana argate marti: qarshii keessan hin kenniinaa, gowwoomsaa dha.	contradiction	"[textblock(text='neither.\n\nsababni isaas, namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne jechuun ibsameera malee, namni xalayaa kana argate marti: ""qarshii keessan hin kenniinaa, gowwoomsaa dha"" jechuun hin ibsamne. kanaafuu, deebiin ""true"" ykn ""false"" ta\'uu hin dandeenye. odeeffannoon kenname gahaa miti.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne.\nQuestion: Namni xalayaa kana argate marti: qarshii keessan hin kenniinaa, gowwoomsaa dha. True, False, or Neither?\nAnswer:'}]}]	contradiction
Namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne.	Yoo $18 kennitan kennaa isiniif laanna.	neutral	"[textblock(text='neither.\n\nsababni isaas, xalayichi waa xalay odeeffannoo kennaa irratti hundaa\'e malee gaaffii ""yoo $18 kennitan kennaa isiniif laanna"" jedhu miti. xalayichi waa\'ee kennaa doolaaraa 18 kan haala adda ta\'een kenname ibsa, garuu gaaffiin kun immoo waa\'ee kennaa doolaaraa 18 yoo kenname, kennaan akka deebifamu gaafata. kanaafuu, gaaffii fi ibsi xalayaa wal hin simu, deebiin isaas ""true"" ykn ""false"" ta\'uu hin dandeenye.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne.\nQuestion: Yoo $18 kennitan kennaa isiniif laanna. True, False, or Neither?\nAnswer:'}]}]	contradiction
Namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne.	Namoonni xalayaa fudhatan hundi $18 kennuu akka danda'an hin shakkinu.	entailment	"[textblock(text='neither.\n\nsababni isaas:\n1. namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne jechuun, namoonni xalayaa fudhatan hundi doolaara 18 kennuu akka danda\'an hin mirkaneessu. namni tokko doolaara 18 ol kennuu yookaan gadi kennuu ni danda\'a.\n\n2. kana malees, namoonni xalayaa fudhatan hundi doolaara 18 kennuu akka hin dandeenye hin ibsu. namoonni tokko tokko doolaara 18 kennuu danda\'uu ni mala.\n\nkanaafuu deebiin ""true"" yookaan ""false"" ta\'uu hin dandeenye, sababni isaas himni kun waa\'ee dandeettii namoota xalayaa fudhatan hunda ibsuuf odeeffannoo gahaa hin qabu. deebiin sirrii ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Namni xalayaa kana fudhate hundi isaa doolaara 18 qofa yoo kenne.\nQuestion: Namoonni xalayaa fudhatan hundi $18 kennuu akka danda'an hin shakkinu. True, False, or Neither?\nAnswer:""}]}]"	neutral
Kutaa jalaa salphaatti addaan baasuu qofa, filannoo dalagaarra jiru mirkaneessaa, yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati fi postaa cufame keessatti ergaa.	Maaloo teessoo keessan irratti jijjiirama homaallee hin taasisiinaa.	contradiction	"[textblock(text='false.\n\nkeeyyanni ""yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati"" jedha. kanaafuu, teessoo irratti jijjiirama taasisuu ni danda\'ama yoo barbaachisaa ta\'e. deebiin ""maaloo teessoo keessan irratti jijjiirama homaallee hin taasisiinaa"" jedhu sirrii miti.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kutaa jalaa salphaatti addaan baasuu qofa, filannoo dalagaarra jiru mirkaneessaa, yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati fi postaa cufame keessatti ergaa.\nQuestion: Maaloo teessoo keessan irratti jijjiirama homaallee hin taasisiinaa. True, False, or Neither?\nAnswer:'}]}]	contradiction
Kutaa jalaa salphaatti addaan baasuu qofa, filannoo dalagaarra jiru mirkaneessaa, yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati fi postaa cufame keessatti ergaa.	Poostaa adiin golgame kan teessoon kee irratti barreeffamee jira.	neutral	"[textblock(text=""neither.\n\nsababni isaas, keeyyanni waa'ee poostaa cufamee fi ergaa poostaa cufamee keessatti erguuf dubbata malee poostaa adiin golfamee fi teessoo irratti barreeffame kan jedhuu hin ibsu."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kutaa jalaa salphaatti addaan baasuu qofa, filannoo dalagaarra jiru mirkaneessaa, yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati fi postaa cufame keessatti ergaa.\nQuestion: Poostaa adiin golgame kan teessoon kee irratti barreeffamee jira. True, False, or Neither?\nAnswer:'}]}]	neutral
Kutaa jalaa salphaatti addaan baasuu qofa, filannoo dalagaarra jiru mirkaneessaa, yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati fi postaa cufame keessatti ergaa.	Teessoo kee irratti fooyya'insa taasisuuf bilisa dha, yoo si gammachiise.	entailment	"[textblock(text='true.\n\nkeeyyanni ""yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati"" jedhu teessoo kee irratti fooyya\'insa taasisuuf bilisa ta\'uu kee agarsiisa.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kutaa jalaa salphaatti addaan baasuu qofa, filannoo dalagaarra jiru mirkaneessaa, yoo barbaachise teessoo kee irratti jijjiirama kamiyyuu taasisaati fi postaa cufame keessatti ergaa.\nQuestion: Teessoo kee irratti fooyya'insa taasisuuf bilisa dha, yoo si gammachiise. True, False, or Neither?\nAnswer:""}]}]"	entailment
Manni Barumsaa Narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha.	Maaloo Mana Barumsaa Narsiingiif doolaara miiliyoona 100 arjooma, yookaan siidaa yaadannoo keessan ni dhabdu.	neutral	"[textblock(text='neither.\n\ngaaffiin kun deebii ""true"" ykn ""false"" hin qabu. manni barnootaa narsiingii gargaarsa arjummaa waan barbaadeef, namni tokko doolaara miiliyoona 100 kennuuf murteessuun isaanii ykn dhiisuun isaanii filannoo dhuunfaa ti. garuu, namni tokko doolaara miiliyoona 100 hin kenninaan jette jechuun siidaa yaadannoo koo hin dhabu jechuu miti. kanaafuu, gaaffiin kun deebii ifaa hin qabu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Manni Barumsaa Narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha.\nQuestion: Maaloo Mana Barumsaa Narsiingiif doolaara miiliyoona 100 arjooma, yookaan siidaa yaadannoo keessan ni dhabdu. True, False, or Neither?\nAnswer:'}]}]	contradiction
Manni Barumsaa Narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha.	Manni Barumsaa Narsiingii galma faayinaansii isaa hunda waan guuteef kana booda maallaqa hin barbaadu.	contradiction	"[textblock(text='neither.\n\nsababni isaas:\n- yaanni gaaffii keessatti dhiyaate kan manni barumsaa narsiingii galma faayinaansii isaa hunda waan guuteef kana booda maallaqa hin barbaadu jedhu haala ifa ta\'een hin ibsamne.\n- gaaffiin ""manni barumsaa narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha"" kan jedhu dha. kana jechuun manni barumsaa narsiingii hojii isaa itti fufuuf gargaarsa faayinaansii dabalataa barbaada jechuudha.\n- garuu galmi faayinaansii mana barumsaa narsiingii guutame ykn hin guutamin gaaffii keessatti haala ifa ta\'een hin ibsamne.\n\nkanaaf deebiin gaaffii kanaa \'neither\' ta\'a. odeeffannoo dabalataa malee \'true\' ykn \'false\' ta\'uu isaa murteessuun hin danda\'amu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Manni Barumsaa Narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha.\nQuestion: Manni Barumsaa Narsiingii galma faayinaansii isaa hunda waan guuteef kana booda maallaqa hin barbaadu. True, False, or Neither?\nAnswer:'}]}]	contradiction
Manni Barumsaa Narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha.	Mana Barumsaa Narsiingiif akka tola ooltan hin shakkinu.	entailment	"[textblock(text='neither.\n\nsababni isaas:\n1. gaaffiin ""mana barumsaa narsiingiif akka tola ooltan hin shakkinu"" kan jedhu miti. gaaffiin ""manni barumsaa narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha"" kan jedhu dha.\n\n2. gaaffiin deebii ""eyyee"" ykn ""lakki"" hin barbaadu. gaaffiin waa\'ee gargaarsa arjummaa barbaachisaa ta\'e ibsa waan ta\'eef, deebiin ""true"" ykn ""false"" ta\'uu hin danda\'u.\n\nkanaaf, gaaffii kanaaf deebiin sirrii ta\'e ""neither"" dha. gaaffichi waa\'ee gargaarsa barbaachisaa ta\'e kan kaasu malee deebii ""eyyee"" ykn ""lakki"" kan barbaadu miti.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Manni Barumsaa Narsiingii gahumsa barnootaa isaa itti fufuu fi kabachiisuuf gargaarsa arjummaa keessan fedha.\nQuestion: Mana Barumsaa Narsiingiif akka tola ooltan hin shakkinu. True, False, or Neither?\nAnswer:'}]}]	neutral
Hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu.	Hirmaattonni walakkaa ol ta’an dandeettii waldhabdee furuu dabaluu ni gabaasu.	entailment	"[textblock(text='deebiin ""neither"" ta\'a. sababni isaas:\n\nhimni jalqabaa ""hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu"" jedha. kunis baay\'ina hirmaattotaa muraasa (%80) agarsiisa.\n\ngaruu himni lammaffaan ""hirmaattonni walakkaa ol ta\'an dandeettii waldhabdee furuu dabaluu ni gabaasu"" jedha. kunis baay\'ina hirmaattotaa walakkaa ol (50% ol) agarsiisa. \n\nhima lammaffaa keessatti baay\'inni hirmaattotaa %50 ol ta\'uu ibsameera, garuu hima jalqabaa keessatti immoo %80 ta\'uu ibsameera. kanaafuu, odeeffannoo hima jalqabaa irraa argame gadi fageenyaan hima lammaffaa keessatti hin ibsamne. deebiin ""true"" ykn ""false"" ta\'uu hin dandeenye, sababni isaas odeeffannoon guutuu hin jiru. kanaaf deebiin ""neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu.\nQuestion: Hirmaattonni walakkaa ol ta’an dandeettii waldhabdee furuu dabaluu ni gabaasu. True, False, or Neither?\nAnswer:'}]}]	neutral
Hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu.	Hirmaattota keessaa parsentaa afurtama qofatu dandeettii waldhabdee furuu dabaluu isaanii dubbatu.	contradiction	"[textblock(text='false.\n\nsababni isaas, gaaffii keessatti hirmaattonni %80 (parsantaa saddetama) dandeettii waldiddaa furuu dabaluu gabaasaniiru jedha, parsantaa afurtama (40%) miti. kanaafuu, deebiin ""hirmaattota keessaa parsentaa afurtama qofatu dandeettii waldhabdee furuu dabaluu isaanii dubbatu"" kan jedhu sobaa dha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu.\nQuestion: Hirmaattota keessaa parsentaa afurtama qofatu dandeettii waldhabdee furuu dabaluu isaanii dubbatu. True, False, or Neither?\nAnswer:'}]}]	contradiction
Hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu.	Hirmaattonni dhuunfaa 100 ol turan.	neutral	"[textblock(text='neither.\n\nsababni isaas, deebiin ""hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu"" jedhu irraa hirmaattonni dhuunfaa meeqa akka turan hin ibsu. dhibbeentaan (%80) hirmaattonni dandeettii waldiddaa furuu dabaluu akka gabaasan qofa ibsa malee baay\'ina hirmaattotaa hin ibsu. kanaafuu deebiin ""hirmaattonni dhuunfaa 100 ol turan"" jedhurratti ""true"" ykn ""false"" jechuun hin danda\'amu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hirmaattonni %80 dandeettii waldiddaa furuu dabaluu ni gabaasu.\nQuestion: Hirmaattonni dhuunfaa 100 ol turan. True, False, or Neither?\nAnswer:'}]}]	contradiction
Maaloo gara tarree arjoomtoota keenyaa dogongora ta'eetti hin lixiinaa.	Osoo arjooma dhiiftan qaanii ta'a.	entailment	"[textblock(text='deebiin ""neither"" ta\'a. sababni isaas:\n\n1. arjooma dhiisuu qaanii ta\'uu hin dandeenye. arjoomni faayidaa mataa isaa qaba. arjooma sirrii ta\'e, karaa sirrii ta\'een hojjechuun barbaachisaadha. \n\n2. garuu, arjooma dogongora ta\'e hordofuun rakkoo fiduu danda\'a. kanaafuu, arjooma dogongora ta\'e dhiisuu gaariidha. \n\n3. arjooma hundumaa dhiisuu osoo hin taane, arjooma gaarii ta\'e filachuufi hordofuu, kan dogongora ta\'e immoo dhiisuu qaanii ta\'a.\n\nwaan kana ta\'eef, ""arjooma dhiisuu qaanii ta\'a"" jechuun guutumaan guututti sirrii ykn dogoggora jechuun hin danda\'amu. kanaaf deebiin ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Maaloo gara tarree arjoomtoota keenyaa dogongora ta'eetti hin lixiinaa.\nQuestion: Osoo arjooma dhiiftan qaanii ta'a. True, False, or Neither?\nAnswer:""}]}]"	neutral
Maaloo gara tarree arjoomtoota keenyaa dogongora ta'eetti hin lixiinaa.	Tarreen arjoomtoota keenyaa darbanii addunyaan akka ilaaltuuf maxxanfama, kanaaf na amanaa, akkasitti qaana'uu hin barbaaddan!	neutral	"[textblock(text='neither.\n\nhimoota lamaan keessaa kan duraa ""maaloo gara tarree arjoomtoota keenyaa dogongora ta\'eetti hin lixiinaa"" jedha. kunis tarreen arjoomtoota dogongora ta\'uu isaa agarsiisa malee addunyaan akka ilaaltuuf maxxanfamuu isaa hin ibsu.\n\nhimni lammaffaan ""tarreen arjoomtoota keenyaa darbanii addunyaan akka ilaaltuuf maxxanfama, kanaaf na amanaa, akkasitti qaana\'uu hin barbaaddan!"" kan jedhu yoo ta\'u, himni kun tarreen arjoomtoota addunyaan akka ilaaltuuf maxxanfamuu isaa ibsa.\n\nhaa ta\'u malee, himoota lamaanuu keessatti tarreen arjoomtoota dogongora ta\'uu ykn addunyaan akka ilaaltuuf maxxanfamuu isaa sirriitti mirkaneessuuf odeeffannoo gahaan hin jiru. kanaaf deebiin ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Maaloo gara tarree arjoomtoota keenyaa dogongora ta'eetti hin lixiinaa.\nQuestion: Tarreen arjoomtoota keenyaa darbanii addunyaan akka ilaaltuuf maxxanfama, kanaaf na amanaa, akkasitti qaana'uu hin barbaaddan! True, False, or Neither?\nAnswer:""}]}]"	neutral
Maaloo gara tarree arjoomtoota keenyaa dogongora ta'eetti hin lixiinaa.	Arjoomtoota hedduu qabna, kanaaf arjooma taasisuu dhiisaa.	contradiction	"[textblock(text='neither.\n\nhimoota lamaan keessaa kan duraa ""maaloo gara tarree arjoomtoota keenyaa dogongora ta\'eetti hin lixiinaa"" jechuun arjooma dogongora ta\'e akka hin taasifamne gaafataa jira. kunis arjooma taasisuu dhiisuu miti, arjooma sirrii ta\'e akka taasifamu gaafachuu dha.\n\nhima lammaffaa ""arjoomtoota hedduu qabna, kanaaf arjooma taasisuu dhiisaa"" jedhu garuu arjooma taasisuu dhiisuu gaafata. garuu sababni isaa arjoomtoota hedduu waan qabnuuf osoo hin taane, arjooma dogongora ta\'e taasisuu dhiisuu akka ta\'e himni jalqabaa ni agarsiisa.\n\nkanaaf deebiin ""true"" ykn ""false"" ta\'uu hin dandeessu. sababni isaas himonni kun wal-deeggaruu baatus, wal-didan miti. jechoota biroo tiin, hima tokkoffaa fi hima lammaffaa wal bira qabanii yoo ilaallu, himonni kun guutummaatti wal hin deeggarani.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Maaloo gara tarree arjoomtoota keenyaa dogongora ta'eetti hin lixiinaa.\nQuestion: Arjoomtoota hedduu qabna, kanaaf arjooma taasisuu dhiisaa. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha.	Namoonni mooraa argachuuf homaa hin barbaachisu.	contradiction	"[textblock(text=""neither.\n\nkeeyyanni hin ibsu namoonni mooraa argachuuf homaa hin barbaachisan. keeyyanni waan jedhu:\n- nama kompiwuuteraa fi moodemii qabatee mooraa dhufu kamiifuu mooraan banama.\n- kana jechuun nama kompiwuuteraa fi moodemii qabaachuun barbaachisaa ta'a.\n- garuu waa'ee namoota kan biraa homaa hin ibsu.\n\nkanaaf deebiin 'true' ykn 'false' ta'uu hin danda'u. odeeffannoon ga'aan hin jiru."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha.\nQuestion: Namoonni mooraa argachuuf homaa hin barbaachisu. True, False, or Neither?\nAnswer:'}]}]	contradiction
Nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha.	Namoonni mooraa keessa seenuuf kompuuteraa fi moodemii lamaanuu isaan barbaachisa.	entailment	"[textblock(text='neither.\n\nsababni isaas, yaadni ""nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha"" jedhu, namni mooraa keessa seenuuf kompiwuuteraa ykn moodemii qabachuun dirqama miti. namni kompiwuuteraa fi moodemii qabatee dhufuuf mooraan banama ta\'uu isaa qofa ibsa malee, lamaanuu qabachuun dirqama akka ta\'e hin ibsu. kanaafuu, deebiin ""true"" ykn ""false"" ta\'uu hin dandeenye, ""neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha.\nQuestion: Namoonni mooraa keessa seenuuf kompuuteraa fi moodemii lamaanuu isaan barbaachisa. True, False, or Neither?\nAnswer:'}]}]	neutral
Nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha.	Namoonni yeroo gara mooraa seenan kompuuteraa fi moodemii isaanii qabatanii deemuu qabu, akka isaan qaqqabuuf.	neutral	"[textblock(text='true.\n\nkeeyyanni ""nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha"" jedhu akka ibsutti, namoonni yeroo gara mooraa seenan kompuuteraa fi moodemii isaanii qabatanii deemuu qabu. kana jechuun deebiin gaaffii ""namoonni yeroo gara mooraa seenan kompuuteraa fi moodemii isaanii qabatanii deemuu qabu, akka isaan qaqqabuuf"" jedhuuf ""true"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nama kompiwuuteraa fi moodemii qabatee mooraa keenya dhufu kamiifuu mooraan keenya banama dha.\nQuestion: Namoonni yeroo gara mooraa seenan kompuuteraa fi moodemii isaanii qabatanii deemuu qabu, akka isaan qaqqabuuf. True, False, or Neither?\nAnswer:'}]}]	entailment
Gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda'u.	Hamma gurgurtaa tikkeettii qabnutti bara guutuu keenya faayinaansiidhaan deeggaramna.	contradiction	"[textblock(text='false.\n\nsababni isaas, yaadni ""gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda\'u"" jedhu waan ta\'eef, gurgurtaan tikkeettii fi galmeewwan miseensummaa bara guutuu dorgommii kana maallaqaan gargaaruu akka hin dandeenye agarsiisa. kanaafuu, yaanni ""hamma gurgurtaa tikkeettii qabnutti bara guutuu keenya faayinaansiidhaan deeggaramna"" jedhu sirrii miti (false).', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda'u.\nQuestion: Hamma gurgurtaa tikkeettii qabnutti bara guutuu keenya faayinaansiidhaan deeggaramna. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda'u.	Barri dorgommii keenya guutuun maallaqaan gargaaruuf waan caalu fedha, ergasii gurgurtaa tikkeettii fi maallaqa galchuu qofa.	entailment	"[textblock(text='false.\n\nsababni isaas, yaadni keenya ""gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda\'u"" jedha. kana jechuun, gurgurtaan tikkeettii fi maallaqa galchuu qofaan dorgommii kana bara guutuu gargaaruu hin danda\'amu. kanaafuu, yaadni ""barri dorgommii keenya guutuun maallaqaan gargaaruuf waan caalu fedha, ergasii gurgurtaa tikkeettii fi maallaqa galchuu qofa"" jedhu sirrii miti (false).', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda'u.\nQuestion: Barri dorgommii keenya guutuun maallaqaan gargaaruuf waan caalu fedha, ergasii gurgurtaa tikkeettii fi maallaqa galchuu qofa. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda'u.	Gurgurtaan tikkeettii fi maallaqa galchuu baasii faayinaansii bara keenya guutuuf %70 qofa uwwisa.	neutral	"[textblock(text='neither.\n\nsababni isaas, keeyyanni ""gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda\'u"" jedha. kunis gurgurtaan tikkeettii fi galmeewwan miseensummaa baasii dorgommicha guutummaatti uwwisuu hin danda\'u jechuudha. garuu keeyyanni baasii faayinaansii %70 qofa uwwisa moo miti kan jedhuu ibsuu baatus.\n\nkanaafuu deebiin ""true"" ykn ""false"" ta\'uu mirkaneessuu hin dandeenyu. odeeffannoon kenname gahaa miti.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Gurgurtaan tikkeettii fi galmeewwan miseensummaan maallaqa galchuun bara keenya guutuu dorgommii kana maallaqaan gargaaruu hin danda'u.\nQuestion: Gurgurtaan tikkeettii fi maallaqa galchuu baasii faayinaansii bara keenya guutuuf %70 qofa uwwisa. True, False, or Neither?\nAnswer:""}]}]"	contradiction
GAHINSOONNI HAARAAN KENNAAN HUNDI GARAAGARTEE NI UUUMA.	Kennaan marti galmaa’ee barruu keenyaan baatii baatiin ni beeksifama.	neutral	"[textblock(text='neither.\n\nhimoota kennaa keessatti waa\'ee kennaan marti galmaa\'uu fi barruu keenyaan baatii baatiin beeksifamuu hin ibsamne. himoonni kennaan hundi garaagartee uumuu qofa ibsa malee waa\'ee galmeessuu fi beeksisuu hin ibsan. kanaaf deebiin ""neither"" ta\'a.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'GAHINSOONNI HAARAAN KENNAAN HUNDI GARAAGARTEE NI UUUMA.\nQuestion: Kennaan marti galmaa’ee barruu keenyaan baatii baatiin ni beeksifama. True, False, or Neither?\nAnswer:'}]}]	neutral
GAHINSOONNI HAARAAN KENNAAN HUNDI GARAAGARTEE NI UUUMA.	Kennaan kennamu marti waan ta'eef heerregama.	entailment	"[textblock(text='deebiin gaaffii kanaaf ""neither"" ta\'a. sababni isaas:\n\n1. kennaan kennamu marti waan ta\'eef heerregama jechuun sirrii miti. kennaan kennamu marti ta\'uu baatus ta\'uu dhiisuu ni danda\'a. kennaan kennamu hundi marti ta\'a jechuun hin danda\'amu.\n\n2. garuu, kennaan kennamu kamiyyuu heerregamuu hin qabu jechuu hin dandeenyu. kennaa tokko tokkoo irratti hundaa\'uudhaan heera qabaachuu ykn qabaachuu dhiisuu ni danda\'a. \n\nkanaafuu, kennaan kennamu marti waan ta\'eef heerregama jechuun guutummaatti sirrii ykn sobaa ta\'uu hin dandeenyu. haalli kennaa irratti hundaa\'ee jijjiirama waan ta\'eef, deebiin ""neither"" ta\'a.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""GAHINSOONNI HAARAAN KENNAAN HUNDI GARAAGARTEE NI UUUMA.\nQuestion: Kennaan kennamu marti waan ta'eef heerregama. True, False, or Neither?\nAnswer:""}]}]"	neutral
