question,answer,prompt,gpt_4
"Pam na Fred bakeyi na fete ya foraine. Pam asali kozolongana mbala 2 na ngomba ya russes mpe Fred mbala 4. Na nsima basali mbala 2 luge. Soki kozolongana moko ezali na ntalo ya ticket 6, motuya boni ya ticket basalelaki mokolo wana ?",60,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nPam na Fred bakeyi na fete ya foraine. Pam asali kozolongana mbala 2 na ngomba ya russes mpe Fred mbala 4. Na nsima basali mbala 2 luge. Soki kozolongana moko ezali na ntalo ya ticket 6, motuya boni ya ticket basalelaki mokolo wana ?\n'}]",44
"Lundi, Walt atamboli 4 miles. Mardi, atamboli mbala 6 koleka miles ya lundi. Kilometrage na ye ya lundi kino mercredi ezalaki ya 41 miles. Motuya ya miles atamboli na mercredi ?",13,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLundi, Walt atamboli 4 miles. Mardi, atamboli mbala 6 koleka miles ya lundi. Kilometrage na ye ya lundi kino mercredi ezalaki ya 41 miles. Motuya ya miles atamboli na mercredi ?\n'}]",31
"Tom akosala kosukola 4 ya motuka na sanza. Soki kosukola ezali na ntalo ya 15 $, motuya boni akobebisa na mbula moko ?",720,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTom akosala kosukola 4 ya motuka na sanza. Soki kosukola ezali na ntalo ya 15 $, motuya boni akobebisa na mbula moko ?\n'}]",720
"Moninga ya Brian, Bobby, azali na 5 jeux ya video na nse ya mbala 3 ya motuya ya jeux ya video ya Brian. Soki Brian azali na jeux video 20 kasi abungisi 5 kaka liboso ya komekisa ya ebandela, motuya boni Bobby azali na yango ?",40,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMoninga ya Brian, Bobby, azali na 5 jeux ya video na nse ya mbala 3 ya motuya ya jeux ya video ya Brian. Soki Brian azali na jeux video 20 kasi abungisi 5 kaka liboso ya komekisa ya ebandela, motuya boni Bobby azali na yango ?\n'}]",15
"Etikali bobele 27 licorne na mokili. Moko ya misato kati na yango ezwami na Highlands, na Écosse. Mibale ya misato ya licornes ya Ecosse ezali basi. Motuya boni ya licorne ya Ecosse ?",6,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEtikali bobele 27 licorne na mokili. Moko ya misato kati na yango ezwami na Highlands, na Écosse. Mibale ya misato ya licornes ya Ecosse ezali basi. Motuya boni ya licorne ya Ecosse ?\n'}]",18
"Rory abengi sous-marin 2 na 7,50 $ na moko, paquet 2 ya frite na 1,50$ na moko mpe biscuit 2 na 1,00 na moko. Mosolo ya kotika na 20% efutami na caisse mpe Rory abakisi pourboire na 5,00 $. Motuya boni ya mbongo ya kobenga kotika ?",29,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRory abengi sous-marin 2 na 7,50 $ na moko, paquet 2 ya frite na 1,50$ na moko mpe biscuit 2 na 1,00 na moko. Mosolo ya kotika na 20% efutami na caisse mpe Rory abakisi pourboire na 5,00 $. Motuya boni ya mbongo ya kobenga kotika ?\n'}]",34
"Lobi, Marc asali test ya mituna 75. Asali yango na lolenge ya mituna 5 na ngonga. Lelo, asali test mosusu ya mituna 100 na lolenge moko. Soki Marc azwi ngonga 8 mpo ya kosala test ya liboso mpe ngonga 6 mpo ya mibale, motuya boni ya mituna etikali kozwa biyano te ?",105,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLobi, Marc asali test ya mituna 75. Asali yango na lolenge ya mituna 5 na ngonga. Lelo, asali test mosusu ya mituna 100 na lolenge moko. Soki Marc azwi ngonga 8 mpo ya kosala test ya liboso mpe ngonga 6 mpo ya mibale, motuya boni ya mituna etikali kozwa biyano te ?\n'}]",20
"Na distributeur ya bonbon, ezali na mbala 22 ba boule ya gomme ya blue koleka mbala minei motango ya boule ya gomme ya rose. Soki ezali na 12 boule ya gomme ya blue, motuya boni ezali ya rose ?",70,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNa distributeur ya bonbon, ezali na mbala 22 ba boule ya gomme ya blue koleka mbala minei motango ya boule ya gomme ya rose. Soki ezali na 12 boule ya gomme ya blue, motuya boni ezali ya rose ?\n'}]",8
"O kati ya mituka 20 ya kofutela, 12 ezali mituka ya automatique, 4 ezali mituka ya manuel mpe oyo etikali ezali ba semi-automatique. Pourcentage boni ya mituka semi-automatique ?",20,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nO kati ya mituka 20 ya kofutela, 12 ezali mituka ya automatique, 4 ezali mituka ya manuel mpe oyo etikali ezali ba semi-automatique. Pourcentage boni ya mituka semi-automatique ?\n'}]",40
Ndako ya nzoi ezali na banzoi 700. Ezali na mbala mibale koleka banzoi ya kosala mosala likolo ya banzoi ya bana na ba mama ya nzoi. Motuya boni ya banzoi ya mosala bazali?,400,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNdako ya nzoi ezali na banzoi 700. Ezali na mbala mibale koleka banzoi ya kosala mosala likolo ya banzoi ya bana na ba mama ya nzoi. Motuya boni ya banzoi ya mosala bazali?\n'}]",1400
"Jordan alekisaka ngonga 2 na mokolo mpo ya kosakana na jeux video. Aosala mosala ya ntango moke ezali komemela ye 10$ na ngonga. Motuya ya mbongo boni Jordan akozwa na poso, soki ngonga ya masano na ye atiyaki na mosala ?",140,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJordan alekisaka ngonga 2 na mokolo mpo ya kosakana na jeux video. Aosala mosala ya ntango moke ezali komemela ye 10$ na ngonga. Motuya ya mbongo boni Jordan akozwa na poso, soki ngonga ya masano na ye atiyaki na mosala ?\n'}]",140$
"Jean asombi mpo na 2$ mabele, 3 $ na maki, 3 $ ya ampoule, 3 $ ya tasse mpe 4 $ ya motambo ya mpoko. Koyeba ete taxe ya 10% ezali kotiyama na biloko nyoso oyo ya kolia te, motuya boni ya ntalo na nyoso.",16,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean asombi mpo na 2$ mabele, 3 $ na maki, 3 $ ya ampoule, 3 $ ya tasse mpe 4 $ ya motambo ya mpoko. Koyeba ete taxe ya 10% ezali kotiyama na biloko nyoso oyo ya kolia te, motuya boni ya ntalo na nyoso.\n'}]",29
"Kim asali kompani na ye moko ya kotiya bopeto mpe asali calcul ya matabisi akoki kozwa na ba client. Azali kaka na 3 client, kasi masolo na ye na ba client 5 mosusu ezopesa ye kimia mpo ya kosala ba calcul na ye. Milangi 2 ya Javel mpe paquet moko ya linuka ekozala malamu mpo ya bopeto na ndako ya client moko na moko. Esengeli kobimisa 2 $ na milangi ya Javel mpe 5 $ ya paquet ya linuka. Ezali wana kobebisa na ye nyoso. Asali calcul ete matabisi na ye ya poso nyoso ekozala 92 $. Matabisi ezali bokeseni kati ya matabisi nyoso mpe kobebisa nyoso, matabisi nini, na dollar, Kim akosala na poso nyoso ?",20,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKim asali kompani na ye moko ya kotiya bopeto mpe asali calcul ya matabisi akoki kozwa na ba client. Azali kaka na 3 client, kasi masolo na ye na ba client 5 mosusu ezopesa ye kimia mpo ya kosala ba calcul na ye. Milangi 2 ya Javel mpe paquet moko ya linuka ekozala malamu mpo ya bopeto na ndako ya client moko na moko. Esengeli kobimisa 2 $ na milangi ya Javel mpe 5 $ ya paquet ya linuka. Ezali wana kobebisa na ye nyoso. Asali calcul ete matabisi na ye ya poso nyoso ekozala 92 $. Matabisi ezali bokeseni kati ya matabisi nyoso mpe kobebisa nyoso, matabisi nini, na dollar, Kim akosala na poso nyoso ?\n'}]",105
"Jean azali na elanga ya ananas ya 10 hectare. Toyebi ete 100 ananas na hectare mpe Jean akobuka yango na nsima ya sanza 3 nyoso, motuya boni akoki kobuka na mbula moko ?",4000,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean azali na elanga ya ananas ya 10 hectare. Toyebi ete 100 ananas na hectare mpe Jean akobuka yango na nsima ya sanza 3 nyoso, motuya boni akoki kobuka na mbula moko ?\n'}]",1200
"Johnny alokoti ba jouets oyo etikali na ndako ya kolala na ye. Akweyisi jeu ya lego ya biteni 500, moko mosusu na mbala 3 koleka biteni, na mpe ya nsuka ezalaki na 1/4 ya motango ya biteni. Motuya boni ya biteni Johnny alokoti nyoso ?","2,125","[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohnny alokoti ba jouets oyo etikali na ndako ya kolala na ye. Akweyisi jeu ya lego ya biteni 500, moko mosusu na mbala 3 koleka biteni, na mpe ya nsuka ezalaki na 1/4 ya motango ya biteni. Motuya boni ya biteni Johnny alokoti nyoso ?\n'}]",1100
"Debra akokengele ndako ya nzoi mpo na komona motuya ya ba nzoi bakokota mpe bakobima na mokolo. Amoni 30 nzoi batiki ndako ya nzoi na ngonga 6 elandi, mpe amoni ndambo bazongi na ngonga 6 elandi. Na nsima, na kati ya ngonga 6 elandi, amoni kopumboa mbala mibale ba nzoi koleka ba oyo batikaki ndako ya nzoi na mbala ya liboso. Na nsima, na kati ya ngonga 6 elandi, ba nzoi nyoso oyo babimaki mpe bazongaki naino te bazongi na ndako ya nzoi. Motuya boni ya nzoi Debra amoni bazongi na ndako ya nzoi na kati ya ngonga 6 ya nsuka ya mokolo ?",75,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDebra akokengele ndako ya nzoi mpo na komona motuya ya ba nzoi bakokota mpe bakobima na mokolo. Amoni 30 nzoi batiki ndako ya nzoi na ngonga 6 elandi, mpe amoni ndambo bazongi na ngonga 6 elandi. Na nsima, na kati ya ngonga 6 elandi, amoni kopumboa mbala mibale ba nzoi koleka ba oyo batikaki ndako ya nzoi na mbala ya liboso. Na nsima, na kati ya ngonga 6 elandi, ba nzoi nyoso oyo babimaki mpe bazongaki naino te bazongi na ndako ya nzoi. Motuya boni ya nzoi Debra amoni bazongi na ndako ya nzoi na kati ya ngonga 6 ya nsuka ya mokolo ?\n'}]",15
"Brittany na mama na ye bakeyi na musée. Ntalo ya kokota ezali na 12$ mpo na bakolo mpe 10 $ mpo na bana. Mama ya Brittany apesi moto ya caisse mbongo mpo na billet 1 ya mwana mpe billet 1 ya mokolo. Soki bazongiseli ye bokeseni ya 8$, motuya boni ya mbongo, na dollar, apesi na moto ya caisse ?",30,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBrittany na mama na ye bakeyi na musée. Ntalo ya kokota ezali na 12$ mpo na bakolo mpe 10 $ mpo na bana. Mama ya Brittany apesi moto ya caisse mbongo mpo na billet 1 ya mwana mpe billet 1 ya mokolo. Soki bazongiseli ye bokeseni ya 8$, motuya boni ya mbongo, na dollar, apesi na moto ya caisse ?\n'}]",30
"Charlie azali na baninga mbala misato koleka Dorothée na Facebook. Jacques azali na bango mbala minei koleka Dorothée. Soki Charlie azali na baninga 12 na Facebook, motuya boni Jacques azali na bango ?",16,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCharlie azali na baninga mbala misato koleka Dorothée na Facebook. Jacques azali na bango mbala minei koleka Dorothée. Soki Charlie azali na baninga 12 na Facebook, motuya boni Jacques azali na bango ?\n'}]",20
"Steve na Tim bazwi mokano ya kotala nani na bango mibale akozonga na mbangu koleka na eteyelo. Steve afandaka mosika koleka Tim mpe azali na makoki ya kosalela velo na ye. Steve afandaka na 3 miles na eteyelo mpe apusaka na 440 makolo na minute. Tim afandaka na 2 miles na eteyelo. Soki Tim atamboli na skateboard na mbangu ya 264 makolo na minute, ngonga boni molongi akokoma epai na ye liboso ete mokiti asilisa kopota ?",4,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSteve na Tim bazwi mokano ya kotala nani na bango mibale akozonga na mbangu koleka na eteyelo. Steve afandaka mosika koleka Tim mpe azali na makoki ya kosalela velo na ye. Steve afandaka na 3 miles na eteyelo mpe apusaka na 440 makolo na minute. Tim afandaka na 2 miles na eteyelo. Soki Tim atamboli na skateboard na mbangu ya 264 makolo na minute, ngonga boni molongi akokoma epai na ye liboso ete mokiti asilisa kopota ?\n'}]",8
"Shawnda akanisi ete mosala ya kotiya mopepe na velo ekozala malamu na bana ya quartier na ye. Aponi kofutisa na pneu. Kotiya mopepe na pneu nyoso ezali na ntalo ya 25 cents. Mokolo ya liboso, bato 5 bayei kotiya mopepe na pneu mibale na ba velo na bango moko na moko. Bato 3 bayei kotiya mopepe na ba pneu ya ba tricycle ( velo ya makolo misato) na bango. Na nsuka, moto moko ayei na monocycle. Motuya boni ya mbongo azwi mokolo wana ?",5,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nShawnda akanisi ete mosala ya kotiya mopepe na velo ekozala malamu na bana ya quartier na ye. Aponi kofutisa na pneu. Kotiya mopepe na pneu nyoso ezali na ntalo ya 25 cents. Mokolo ya liboso, bato 5 bayei kotiya mopepe na pneu mibale na ba velo na bango moko na moko. Bato 3 bayei kotiya mopepe na ba pneu ya ba tricycle ( velo ya makolo misato) na bango. Na nsuka, moto moko ayei na monocycle. Motuya boni ya mbongo azwi mokolo wana ?\n'}]",2.55
"Carl asombi paquet zomi ya cookie. Paquet moko ezali na biscuit motoba. Biscuit moko ezali na ntalo ya 0,10 $. Motuya ya mbongo boni Carl akozwa soki afuti na lokasa ya 10$ ?",4,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCarl asombi paquet zomi ya cookie. Paquet moko ezali na biscuit motoba. Biscuit moko ezali na ntalo ya 0,10 $. Motuya ya mbongo boni Carl akozwa soki afuti na lokasa ya 10$ ?\n'}]",60
"Dave asombi Paquet ya monene ya frite alei zomi na minei liboso ete mouette ya nzala ayiba ye paquet na maboko. Na ntango mouette atalemi, ameli ndambo ya motango frite oyo Dave aliaki. Na nsima, bibenga misato babengani mouette na bilei mpe bakoki kolia frite misato mpo na ebenga moko na moko. Na nsima, mwana mpoko ayibi mibale ya misato ya frite etikali. Ba fourmis balokoti moko ya nsuka, batiki frite mitano. Motuya boni ya frite ezalaki na paquet na ntango Dave asombaki yango ?",48,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDave asombi Paquet ya monene ya frite alei zomi na minei liboso ete mouette ya nzala ayiba ye paquet na maboko. Na ntango mouette atalemi, ameli ndambo ya motango frite oyo Dave aliaki. Na nsima, bibenga misato babengani mouette na bilei mpe bakoki kolia frite misato mpo na ebenga moko na moko. Na nsima, mwana mpoko ayibi mibale ya misato ya frite etikali. Ba fourmis balokoti moko ya nsuka, batiki frite mitano. Motuya boni ya frite ezalaki na paquet na ntango Dave asombaki yango ?\n'}]",60
"Lundi, mercredi na vendredi, moyekoli Kimo azali na mateya misato ya ngonga moko na mokolo. Mardis na jeudi, azali na mateya 2 na ngonga moko mikolo nyoso. Soki ezali na poso 16 ya eteyelo na semestre, ngonga boni Kimo amibonzi na mateya na ye na semester ?",272,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLundi, mercredi na vendredi, moyekoli Kimo azali na mateya misato ya ngonga moko na mokolo. Mardis na jeudi, azali na mateya 2 na ngonga moko mikolo nyoso. Soki ezali na poso 16 ya eteyelo na semestre, ngonga boni Kimo amibonzi na mateya na ye na semester ?\n'}]",144
"Mikolo nyoso Bill alambaka mapa 300 ya mike, 120 croissant na chocolat mpe 60 baguette. Ba mapa ya mike ezali na molai ya 4 pouce na moko, ba croissant 6 pouce na moko mpe ba baguette makolo mibale na moko. Soki Bill atiyi biloko nyoso ya boulangerie moko nsima ya mosusu molai na yango ekozala makolo boni ?",280,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMikolo nyoso Bill alambaka mapa 300 ya mike, 120 croissant na chocolat mpe 60 baguette. Ba mapa ya mike ezali na molai ya 4 pouce na moko, ba croissant 6 pouce na moko mpe ba baguette makolo mibale na moko. Soki Bill atiyi biloko nyoso ya boulangerie moko nsima ya mosusu molai na yango ekozala makolo boni ?\n'}]",740
"Mpo na koleisa ba makako na zoo, mobateti akobenga bitabe na elanga ya mboka na sanza 2 nyoso. Soki esengeli bitabe 200 mpo na makako, 400 mpo na mikomboso mpe 100 mpo na abúlá (babouin), motuya boni esengeli kobenga mpo ya kokoka mpo na sanza 2 ?",1400,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMpo na koleisa ba makako na zoo, mobateti akobenga bitabe na elanga ya mboka na sanza 2 nyoso. Soki esengeli bitabe 200 mpo na makako, 400 mpo na mikomboso mpe 100 mpo na abúlá (babouin), motuya boni esengeli kobenga mpo ya kokoka mpo na sanza 2 ?\n'}]",1400
"Blake na Kelly bandogbani mpo na koyeba nani akoki kopota koleka na 15 minutes. Bazwi mokano ya kosala na libanda ya football ya 100 yards na molai. Blake asali 15 kokenda kosonga. Kelly asali kokenda kosonga moko, mpe azwi mokano ete alingi lisusu kopota te pembeni ya Blake. Abandi kosala kokenda kosonga na kosuka na mondelo ya 40 yards. Asali yango mbala 34. Motuya boni ya yards molongi apoti koleka mokiti ?",80,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBlake na Kelly bandogbani mpo na koyeba nani akoki kopota koleka na 15 minutes. Bazwi mokano ya kosala na libanda ya football ya 100 yards na molai. Blake asali 15 kokenda kosonga. Kelly asali kokenda kosonga moko, mpe azwi mokano ete alingi lisusu kopota te pembeni ya Blake. Abandi kosala kokenda kosonga na kosuka na mondelo ya 40 yards. Asali yango mbala 34. Motuya boni ya yards molongi apoti koleka mokiti ?\n'}]",565
"Raphaël akeyi kosomba biloko ya kelasi. Asombi bikomeli 4 na 1,5$ na moko, cahier 2 na 4 $ na moko na mpe papier bond na 20 $. Motuya boni Raphaël abebisi mpo na yango ?",34,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRaphaël akeyi kosomba biloko ya kelasi. Asombi bikomeli 4 na 1,5$ na moko, cahier 2 na 4 $ na moko na mpe papier bond na 20 $. Motuya boni Raphaël abebisi mpo na yango ?\n'}]",46
"Finn akotala ba têtard 11 bakobeta mai na liziba. Amoni na mbala moko 6 bamati likolo nénuphar moko, na nsima 2 babombami na nse ya libanga. Motuya boni ya têtard Finn akoki komona na liziba ?",15,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nFinn akotala ba têtard 11 bakobeta mai na liziba. Amoni na mbala moko 6 bamati likolo nénuphar moko, na nsima 2 babombami na nse ya libanga. Motuya boni ya têtard Finn akoki komona na liziba ?\n'}]",17
"Ebombelo ya mai moko ezali na bozindo ya makolo 17 na lundi. Mardi, ebombelo ezali na makolo 7 ya mai koleka. Mercredi bozindo ya mai elakisi mibale ya misato na oyo ezalaki mardi. Bozindo boni ya ebombelo ya mai na mercredi ?",16,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEbombelo ya mai moko ezali na bozindo ya makolo 17 na lundi. Mardi, ebombelo ezali na makolo 7 ya mai koleka. Mercredi bozindo ya mai elakisi mibale ya misato na oyo ezalaki mardi. Bozindo boni ya ebombelo ya mai na mercredi ?\n'}]",44
"Anakin na Locsin bakeyi na libongo lelo. Anakin akangi ba étoile 10 ya mbu, hippocampe 6 na mpe poisson-clown 3. Locsin akangi ba étoile 5 ya mbu na nse ya Anakin, hippocampe 3 na nse ya Anakin mpe poisson-clown 2 ya koleka Anakin. Motuya boni ya mbisi bango mibale bakangi ?",32,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAnakin na Locsin bakeyi na libongo lelo. Anakin akangi ba étoile 10 ya mbu, hippocampe 6 na mpe poisson-clown 3. Locsin akangi ba étoile 5 ya mbu na nse ya Anakin, hippocampe 3 na nse ya Anakin mpe poisson-clown 2 ya koleka Anakin. Motuya boni ya mbisi bango mibale bakangi ?\n'}]",38
"Soki sac moko ya billes ezali na ntalo ya 20 $ na mpe ntalo ya ebandela emati na 20 % na nsima ya mikolo mibale nyoso, ntalo boni ekozala sac moko ya billes na nsima ya sanza 36 ? ",92,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSoki sac moko ya billes ezali na ntalo ya 20 $ na mpe ntalo ya ebandela emati na 20 % na nsima ya mikolo mibale nyoso, ntalo boni ekozala sac moko ya billes na nsima ya sanza 36 ? \n'}]",28920
"Ba jouet ebele efandi na ndako moko : mituka 5 ya motane, figurine 3 na mpe poupée moko. Poupée ezali n'a ntalo ya figurine 3, mpe motuka moko ya motane na ntalo ya 4 $. Koyeba ete figurine ezali na ntalo ya 5 $, motuya nyoso ya ba jouet ezali boni ?",50,"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nBa jouet ebele efandi na ndako moko : mituka 5 ya motane, figurine 3 na mpe poupée moko. Poupée ezali n'a ntalo ya figurine 3, mpe motuka moko ya motane na ntalo ya 4 $. Koyeba ete figurine ezali na ntalo ya 5 $, motuya nyoso ya ba jouet ezali boni ?\n""}]",41
"Jackie azali komituna soki ye moko asala koyebisa impôt ye moko to azwa na mosala comptable moko. Na kosala ye moko, akoki kosala ngonga 3 lokola freelancer na sanza, yango ekolakisa kobungisa mbongo ya 35 $ na ngonga. Comptable akotuna ye 90 $. Motuya ya mbongo boni akozwa koleka soki azwi moto na mosala ?",15,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJackie azali komituna soki ye moko asala koyebisa impôt ye moko to azwa na mosala comptable moko. Na kosala ye moko, akoki kosala ngonga 3 lokola freelancer na sanza, yango ekolakisa kobungisa mbongo ya 35 $ na ngonga. Comptable akotuna ye 90 $. Motuya ya mbongo boni akozwa koleka soki azwi moto na mosala ?\n'}]",75
"Mpo na mbula 30 na ye, Elvira aponi lokola libonza ordinateur ya sika na ba accessoires ebele. Azali na mbongo ya 1 500 € bapesi na libota mobimba mpe akanisi ete akoki kobomba ndambo ya kosomba elamba. Akeyi na magasin ya informatique mpe aponi appareil ya ntalo ya 1090 € na écran, clavier na souris. Asombi mpe scanner ya 157 €, graveur ya CD na 74 € na mpe imprimante na 102 €. Motuya boni ya mbongo akotikala na yango mpo na kosomba elamba ?",77,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMpo na mbula 30 na ye, Elvira aponi lokola libonza ordinateur ya sika na ba accessoires ebele. Azali na mbongo ya 1 500 € bapesi na libota mobimba mpe akanisi ete akoki kobomba ndambo ya kosomba elamba. Akeyi na magasin ya informatique mpe aponi appareil ya ntalo ya 1090 € na écran, clavier na souris. Asombi mpe scanner ya 157 €, graveur ya CD na 74 € na mpe imprimante na 102 €. Motuya boni ya mbongo akotikala na yango mpo na kosomba elamba ?\n'}]",77
"Voisine ya Sandra apesi ye kitunga ya maki 9 na mbala nyoso abatelaka mwana na ye ya mwasi. Mpo na kosala flan espagnol, Sandra asengeli na maki 3. Soki bapesaki ye mosala ya kosala 15 gâteaux na creme mpo ya kolokota mbongo ya eteyelo na ye, mbala boni asengeli kobatela mwana ?",5,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nVoisine ya Sandra apesi ye kitunga ya maki 9 na mbala nyoso abatelaka mwana na ye ya mwasi. Mpo na kosala flan espagnol, Sandra asengeli na maki 3. Soki bapesaki ye mosala ya kosala 15 gâteaux na creme mpo ya kolokota mbongo ya eteyelo na ye, mbala boni asengeli kobatela mwana ?\n'}]",45
"Seth azali mokolo mbala 2 na Brooke. Na mbula mibale, ba mbula na bango ekozala mbula 28. Mbula ya Seth ezali boni ?",16,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSeth azali mokolo mbala 2 na Brooke. Na mbula mibale, ba mbula na bango ekozala mbula 28. Mbula ya Seth ezali boni ?\n'}]",12
"Jimmy azali na 2$ koleka mbala mibale mbongo ya Ethel. Soki Ethel azali na 8 $, Jimmy azali na mbongo boni ?",18,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJimmy azali na 2$ koleka mbala mibale mbongo ya Ethel. Soki Ethel azali na 8 $, Jimmy azali na mbongo boni ?\n'}]",18
"Na kolongola samedi epai wapi azo tambola 10 miles, Pancho asalaka 20 miles mikolo nyoso.  Ba miles boni asali na kotambola na poso moko ?",120,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNa kolongola samedi epai wapi azo tambola 10 miles, Pancho asalaka 20 miles mikolo nyoso.  Ba miles boni asali na kotambola na poso moko ?\n'}]",140
"Fanfare abengi ba uniforme ya sika. Uniforme nyoso ezali na enkoti na ntalo ya 25 $, kasaka moko ezali na ntalo mbala misato koleka enkoti na mpe pantalon ntalo ekokani na katikati ya enkoti mpe ya kasaka. Ntalo nyoso ya uniforme moko ?",150,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nFanfare abengi ba uniforme ya sika. Uniforme nyoso ezali na enkoti na ntalo ya 25 $, kasaka moko ezali na ntalo mbala misato koleka enkoti na mpe pantalon ntalo ekokani na katikati ya enkoti mpe ya kasaka. Ntalo nyoso ya uniforme moko ?\n'}]",160
"Jake azali kotambola na musée ya entomologie. Amoni 80 araignées ya makolo 8, 90 insectes ya makolo 6, na ba invertébrés 3 ya mutant ya makolo 10. Makolo boni Jake azali komona na nyoso ?",1210,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJake azali kotambola na musée ya entomologie. Amoni 80 araignées ya makolo 8, 90 insectes ya makolo 6, na ba invertébrés 3 ya mutant ya makolo 10. Makolo boni Jake azali komona na nyoso ?\n'}]",80 * 8 + 90 * 6 + 3 * 10 = 940
"Ezali na ba ndeke minei na Caboose. Sally Two azali na mbula misato koleka ya Granny Red. Granny Red azali mbala mibale mokolo ya Sally Four. Soki Sally Four azali na mbula ndenge moko na Sally Thirtytwo, mpe Sally Thirtytwo azali na mbula 8, mbula boni mpo na ba ndeke minei nyoso ?",51,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nEzali na ba ndeke minei na Caboose. Sally Two azali na mbula misato koleka ya Granny Red. Granny Red azali mbala mibale mokolo ya Sally Four. Soki Sally Four azali na mbula ndenge moko na Sally Thirtytwo, mpe Sally Thirtytwo azali na mbula 8, mbula boni mpo na ba ndeke minei nyoso ?\n'}]","Sally Four = 8 years
Granny Red = 16 years
Sally Two = 19 years
Caboose = 4 years

Total = 47 years"
"Jessica azali komituna motuya ya mbongo boni asengeli kofuta sanza nyoso mpo ya kofuta ba niongo na ye nyoso. Lifuta ya moke ya kodefa ya moyekoli ezali na 300 $ na sanza, oyo ya carte ya credit ezali 200 $ na sanza mpe ya kodefa ya hypothécaire ezali na 500 $ na sanza. Soki Jessica alingi kofuta 50 % koleka ya nse, motuya boni asengeli kofuta na mbula moko ? ",18000,"[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJessica azali komituna motuya ya mbongo boni asengeli kofuta sanza nyoso mpo ya kofuta ba niongo na ye nyoso. Lifuta ya moke ya kodefa ya moyekoli ezali na 300 $ na sanza, oyo ya carte ya credit ezali 200 $ na sanza mpe ya kodefa ya hypothécaire ezali na 500 $ na sanza. Soki Jessica alingi kofuta 50 % koleka ya nse, motuya boni asengeli kofuta na mbula moko ? \n'}]",18000
